Name,Risk Score,Bachelor's Degree,Master's Degree,More Than 5 Years of Work Experience,More Than 10 Years of Work Experience,More Than 15 Years of Work Experience,More Than 20 Years of Work Experience,More Than 25 Years of Work Experience,More Than 30 Years of Work Experience,Years of Work Experience,Bankruptcies,Criminal Records,Civil Litigation & Legal Filings,Tax Liens,Industry Sanctions & Other Legal Actions,Professional Licenses,LinkedIn Potential Controversies,LinkedIn Political Activity,Twitter Potential Controversies,Twitter Political Activity,Facebook Potential Controversies,Facebook Political Activity,Instagram Potential Controversies,Instagram Political Activity
Synthetic Data  #1648,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
Synthetic Data  #1649,2,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1650,3,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1651,1,Yes,Yes,No,No,No,No,No,No,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1652,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No
Synthetic Data  #1653,3,No,No,Yes,Yes,Yes,Yes,No,No,21,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #1654,3,Yes,No,Yes,Yes,Yes,Yes,No,No,22,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
Synthetic Data  #1655,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1656,2,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #1657,5,Yes,No,Yes,Yes,No,No,No,No,12,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #1658,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,24,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1659,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1660,3,Yes,No,Yes,No,No,No,No,No,8,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Synthetic Data  #1661,2,Yes,No,Yes,Yes,Yes,Yes,No,No,22,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
Synthetic Data  #1662,5,Yes,No,Yes,Yes,Yes,No,No,No,17,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #1663,4,Yes,No,Yes,Yes,No,No,No,No,14,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No
Synthetic Data  #1664,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Synthetic Data  #1665,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1666,5,Yes,No,Yes,Yes,Yes,No,No,No,20,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1667,4,Yes,Yes,Yes,Yes,Yes,No,No,No,17,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes
Synthetic Data  #1668,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #1669,4,Yes,No,No,No,No,No,No,No,3,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No
Synthetic Data  #1670,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,24,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1671,5,Yes,Yes,No,No,No,No,No,No,1,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #1672,3,Yes,Yes,Yes,Yes,No,No,No,No,15,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
Synthetic Data  #1673,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1674,4,Yes,Yes,Yes,Yes,Yes,No,No,No,20,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1675,3,Yes,No,Yes,No,No,No,No,No,8,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No
Synthetic Data  #1676,3,No,No,Yes,No,No,No,No,No,7,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
Synthetic Data  #1677,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
Synthetic Data  #1678,5,Yes,No,Yes,Yes,Yes,No,No,No,20,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #1679,5,Yes,Yes,Yes,Yes,Yes,No,No,No,19,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
Synthetic Data  #1680,2,No,No,Yes,Yes,No,No,No,No,11,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1681,3,Yes,No,Yes,No,No,No,No,No,7,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #1682,4,Yes,No,Yes,No,No,No,No,No,9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Synthetic Data  #1683,5,No,No,Yes,Yes,Yes,No,No,No,17,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Synthetic Data  #1684,2,Yes,Yes,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #1685,5,Yes,Yes,Yes,No,No,No,No,No,6,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1686,5,Yes,No,Yes,Yes,Yes,Yes,No,No,23,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
Synthetic Data  #1687,2,Yes,No,Yes,No,No,No,No,No,7,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No
Synthetic Data  #1688,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes
Synthetic Data  #1689,3,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1690,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
Synthetic Data  #1691,2,Yes,Yes,Yes,No,No,No,No,No,7,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #1692,3,Yes,Yes,Yes,Yes,Yes,No,No,No,17,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes
Synthetic Data  #1693,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No
Synthetic Data  #1694,5,Yes,Yes,Yes,Yes,No,No,No,No,12,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No
Synthetic Data  #1695,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Synthetic Data  #1696,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1697,3,Yes,No,No,No,No,No,No,No,1,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #1698,5,Yes,No,No,No,No,No,No,No,3,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #1699,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1700,5,Yes,No,Yes,Yes,No,No,No,No,12,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Synthetic Data  #1701,2,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
Synthetic Data  #1702,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1703,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1704,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No
Synthetic Data  #1705,3,Yes,No,Yes,Yes,No,No,No,No,15,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #1706,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,26,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #1707,5,Yes,No,No,No,No,No,No,No,2,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
Synthetic Data  #1708,2,Yes,Yes,Yes,No,No,No,No,No,9,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes
Synthetic Data  #1709,5,Yes,No,No,No,No,No,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes
Synthetic Data  #1710,4,Yes,Yes,Yes,No,No,No,No,No,10,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes
Synthetic Data  #1711,3,Yes,Yes,Yes,Yes,Yes,No,No,No,19,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1712,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1713,3,Yes,No,Yes,No,No,No,No,No,10,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
Synthetic Data  #1714,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1715,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,37,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
Synthetic Data  #1716,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,33,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #1717,5,Yes,No,Yes,Yes,Yes,No,No,No,20,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1718,3,Yes,No,Yes,No,No,No,No,No,8,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No
Synthetic Data  #1719,5,Yes,No,No,No,No,No,No,No,2,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #1720,5,No,No,Yes,Yes,Yes,Yes,Yes,No,26,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1721,5,No,Yes,Yes,Yes,Yes,Yes,Yes,No,29,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No
Synthetic Data  #1722,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,33,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1723,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No
Synthetic Data  #1724,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,26,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes
Synthetic Data  #1725,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
Synthetic Data  #1726,5,Yes,No,Yes,Yes,Yes,Yes,No,No,25,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #1727,3,Yes,No,Yes,Yes,No,No,No,No,12,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1728,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes
Synthetic Data  #1729,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1730,5,Yes,No,No,No,No,No,No,No,2,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #1731,4,Yes,No,Yes,Yes,Yes,No,No,No,17,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
Synthetic Data  #1732,3,No,No,Yes,No,No,No,No,No,10,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #1733,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
Synthetic Data  #1734,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
Synthetic Data  #1735,2,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #1736,2,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #1737,5,Yes,Yes,Yes,Yes,No,No,No,No,11,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Synthetic Data  #1738,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No
Synthetic Data  #1739,3,Yes,No,Yes,Yes,No,No,No,No,14,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
Synthetic Data  #1740,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1741,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,24,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1742,2,Yes,No,Yes,Yes,Yes,No,No,No,17,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
Synthetic Data  #1743,5,Yes,Yes,Yes,Yes,Yes,No,No,No,17,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes
Synthetic Data  #1744,5,Yes,Yes,Yes,No,No,No,No,No,8,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1745,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
Synthetic Data  #1746,2,Yes,No,No,No,No,No,No,No,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No
Synthetic Data  #1747,5,Yes,No,Yes,Yes,No,No,No,No,12,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #1748,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No
Synthetic Data  #1749,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1750,3,Yes,Yes,Yes,Yes,Yes,No,No,No,18,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1751,2,Yes,Yes,Yes,Yes,Yes,No,No,No,16,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #1752,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #1753,5,Yes,Yes,Yes,Yes,Yes,No,No,No,18,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1754,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,31,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1755,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes
Synthetic Data  #1756,5,Yes,Yes,Yes,No,No,No,No,No,7,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #1757,5,Yes,No,Yes,No,No,No,No,No,7,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1758,5,No,No,No,No,No,No,No,No,1,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes
Synthetic Data  #1759,5,No,No,Yes,Yes,Yes,No,No,No,16,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1760,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #1761,2,Yes,No,Yes,Yes,Yes,Yes,No,No,23,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #1762,3,Yes,Yes,Yes,Yes,Yes,No,No,No,19,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No
Synthetic Data  #1763,2,Yes,No,Yes,Yes,No,No,No,No,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
Synthetic Data  #1764,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,26,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No
Synthetic Data  #1765,3,Yes,No,Yes,Yes,Yes,Yes,No,No,25,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1766,5,Yes,No,Yes,Yes,No,No,No,No,13,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No
Synthetic Data  #1767,5,Yes,No,No,No,No,No,No,No,1,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1768,5,Yes,No,Yes,Yes,No,No,No,No,14,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #1769,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,35,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #1770,5,Yes,No,No,No,No,No,No,No,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
Synthetic Data  #1771,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,34,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No
Synthetic Data  #1772,4,Yes,No,Yes,Yes,No,No,No,No,11,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Synthetic Data  #1773,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,24,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1774,2,Yes,No,Yes,Yes,Yes,Yes,No,No,25,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #1775,5,Yes,No,No,No,No,No,No,No,4,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes
Synthetic Data  #1776,5,Yes,No,Yes,Yes,Yes,Yes,No,No,25,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Synthetic Data  #1777,5,Yes,No,Yes,Yes,No,No,No,No,15,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
Synthetic Data  #1778,5,Yes,No,Yes,Yes,Yes,No,No,No,20,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes
Synthetic Data  #1779,2,Yes,No,Yes,No,No,No,No,No,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #1780,5,No,Yes,Yes,Yes,No,No,No,No,11,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1781,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1782,3,Yes,No,Yes,Yes,Yes,No,No,No,20,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1783,3,Yes,Yes,No,No,No,No,No,No,5,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #1784,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,26,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #1785,2,Yes,Yes,Yes,No,No,No,No,No,9,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #1786,3,Yes,Yes,No,No,No,No,No,No,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
Synthetic Data  #1787,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,38,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
Synthetic Data  #1788,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
Synthetic Data  #1789,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1790,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #1791,3,Yes,No,Yes,No,No,No,No,No,9,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1792,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,24,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes
Synthetic Data  #1793,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,35,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1794,5,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes
Synthetic Data  #1795,2,Yes,Yes,Yes,Yes,No,No,No,No,15,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes
Synthetic Data  #1796,4,Yes,No,No,No,No,No,No,No,4,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1797,5,Yes,No,Yes,Yes,No,No,No,No,13,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1798,4,Yes,Yes,Yes,No,No,No,No,No,9,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
Synthetic Data  #1799,3,Yes,Yes,Yes,Yes,Yes,No,No,No,20,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No
Synthetic Data  #1800,5,Yes,No,Yes,No,No,No,No,No,10,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #1801,5,Yes,No,No,No,No,No,No,No,2,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
Synthetic Data  #1802,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes
Synthetic Data  #1803,5,Yes,Yes,Yes,Yes,No,No,No,No,11,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes
Synthetic Data  #1804,3,Yes,No,No,No,No,No,No,No,2,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #1805,5,No,No,Yes,Yes,No,No,No,No,13,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1806,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes
Synthetic Data  #1807,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,37,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
Synthetic Data  #1808,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
Synthetic Data  #1809,3,Yes,No,Yes,Yes,Yes,No,No,No,17,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1810,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
Synthetic Data  #1811,5,Yes,No,Yes,Yes,Yes,No,No,No,18,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No
Synthetic Data  #1812,1,Yes,No,Yes,No,No,No,No,No,10,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1813,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,33,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #1814,5,No,Yes,Yes,Yes,Yes,No,No,No,20,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No
Synthetic Data  #1815,5,Yes,Yes,Yes,Yes,Yes,No,No,No,16,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1816,3,Yes,No,No,No,No,No,No,No,3,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1817,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #1818,4,Yes,No,No,No,No,No,No,No,4,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
Synthetic Data  #1819,3,Yes,No,Yes,Yes,Yes,Yes,No,No,23,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #1820,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #1821,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1822,5,Yes,No,Yes,No,No,No,No,No,8,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1823,3,Yes,No,No,No,No,No,No,No,1,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
Synthetic Data  #1824,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,34,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1825,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
Synthetic Data  #1826,4,Yes,No,No,No,No,No,No,No,5,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1827,4,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No
